title,performer,peak_pos,wks_on_chart,first_charting_year,original_performer,performer_normalized,original_performer_normalized,label,first_year_top_10_songs,first_top_10_hit,precedes_first_top_10_hit,tags,genre_tags_musicbrainz,top_10_1hit_wonder_song,top_10_hitmaker_song
Loves Me Like A Rock,Paul Simon (with The Dixie Hummingbirds),2,16,1973,,paul simon (with the dixie hummingbirds),,,1973,True,False,,,True,False
Playground In My Mind,Clint Holmes,2,23,1973,,clint holmes,,Epic,1973,True,False,,,True,False
Ramblin Man,The Allman Brothers Band,2,16,1973,,the allman brothers band,,,1973,True,False,,,True,False
Heartbeat - It's A Lovebeat,The DeFranco Family,3,17,1973,The DeFranco Family featuring Tony DeFranco,the defranco family,,,1973,True,False,,,True,False
Heartbeat - It's A Lovebeat,Tony DeFranco,3,17,1973,The DeFranco Family featuring Tony DeFranco,tony defranco,,,1973,True,False,,,True,False
I'm Gonna Love You Just A Little More Baby,Barry White,3,18,1973,,barry white,,Philips,1973,True,False,,,False,True
Little Willy,The Sweet,3,23,1973,,the sweet,,,1973,True,False,,,True,False
Pillow Talk,Sylvia (r&b),3,21,1973,,sylvia (r&b),,,1973,True,False,,,True,False
Smokin' In The Boy's Room,Brownsville Station,3,19,1973,,brownsville station,,Rhino,1973,True,False,,,True,False
Spiders & Snakes,Jim Stafford,3,23,1973,,jim stafford,,,1973,True,False,,,False,True
Jungle Boogie,Kool & The Gang,4,22,1973,,kool & the gang,,,1973,True,False,,,False,True
Drift Away,Dobie Gray,5,21,1973,,dobie gray,,"Decca Records, Geffen Records, Hip‐O Select",1973,True,False,,,False,True
Hello It's Me,Todd Rundgren,5,20,1973,,todd rundgren,,,1973,True,False,,,True,False
Paper Roses,Marie Osmond,5,16,1973,,marie osmond,,"7T’s, MGM Records",1973,True,False,"country, schlager","country, schlager",True,False
Rock On,David Essex,5,25,1973,,david essex,,"7T’s, CBS, Columbia",1973,True,False,,,True,False
Dream On,Aerosmith,6,29,1973,,aerosmith,,"Collectables, Columbia",1973,True,False,,,False,True
Let Me Be There,Olivia Newton-John,6,19,1973,,olivia newton-john,,,1973,True,False,,,False,True
Stuck In The Middle With You,Stealers Wheel,6,18,1973,,stealers wheel,,"A&M Records, K‐tel, Spectrum Music",1973,True,False,,,True,False
"Never, Never Gonna Give Ya Up",Barry White,7,18,1973,,barry white,,"20th Century Records, Philips",1973,True,False,,,False,True
Boogie Woogie Bugle Boy,Bette Midler,8,16,1973,,bette midler,,Atlantic,1973,True,False,,,False,True
Long Train Runnin',The Doobie Brothers,8,18,1973,,the doobie brothers,,,1973,True,False,,,False,True
All I Know,Garfunkel,9,14,1973,,garfunkel,,,1973,True,False,,,True,False
Hocus Pocus,Focus,9,19,1973,,focus,,"EMI, I.R.S. Records, Imperial",1973,True,False,"rock, progressive rock, classic rock, prog-rock, art rock, pop, pop/rock","rock, progressive rock, classic rock, art rock, pop",True,False
My Maria,B.W. Stevenson,9,16,1973,,b.w. stevenson,,"Collectables, RCA Victor, Vocalion",1973,True,False,,,True,False
Right Place Wrong Time,Dr. John,9,20,1973,,dr. john,,"Atlantic, Flashback Records",1973,True,False,"rock, funk, soul, r&b, blues, pop, classic rock, movie soundtrack, 255, bayou funk","rock, funk, soul, r&b, blues, pop, classic rock",True,False
Uneasy Rider,Charlie Daniels,9,12,1973,,charlie daniels,,Wounded Bird Records,1973,True,False,country rock,country rock,True,False
Wildflower,Skylark,9,21,1973,,skylark,,Collectables,1973,True,False,,,True,False
Natural High,Bloodstone,10,19,1973,,bloodstone,,"Decca Records, London Records, Rhino",1973,True,False,"soul, r&b, quiet storm, soul; latin jazz; latin, classic soul","soul, r&b, quiet storm",True,False
(You're) Having My Baby,Odia Coates,1,15,1974,Paul Anka with Odia Coates,odia coates,,,1974,True,False,,,False,True
"Billy, Don't Be A Hero",Bo Donaldson And The Heywoods,1,19,1974,,bo donaldson and the heywoods,,"ABC Records, Dunhill Records",1974,True,False,,,True,False
Cat's In The Cradle,Harry Chapin,1,19,1974,,harry chapin,,Elektra,1974,True,False,,,True,False
Fire,Ohio Players,1,17,1974,,ohio players,,"Beat Goes On Records, Goldenlane Records, Mercury Records",1974,True,False,,,False,True
Hooked On A Feeling,Blue Swede,1,17,1974,,blue swede,,"EMI, Parlophone Music Sweden AB, Parlophone Sweden",1974,True,False,,,False,True
I Can Help,Billy Swan,1,18,1974,,billy swan,,"Digimonde, EastWest, Hallmark Records",1974,True,False,,,True,False
I Shot The Sheriff,Eric Clapton,1,14,1974,,eric clapton,,RSO,1974,True,False,,,False,True
Kung Fu Fighting,Carl Douglas,1,18,1974,,carl douglas,,"20th Century Records, 20th Century Tapes, All Around the World",1974,True,False,,,True,False
Mandy,Barry Manilow,1,16,1974,,barry manilow,,"Arista, Bell Records, EMI Electrola",1974,True,False,"pop, soft rock, vocal, adult contemporary, contemporary pop/rock","pop, soft rock",False,True
Pick Up The Pieces,AWB,1,17,1974,,awb,,,1974,True,False,,,False,True
Rock The Boat,The Hues Corporation,1,18,1974,,the hues corporation,,"RCA Victor, Treasury Collection",1974,True,False,,,True,False
Rock Your Baby,George McCrae,1,17,1974,,george mccrae,,"Big Break Records, Brownbeats Records, Collectables",1974,True,False,,,True,False
Seasons In The Sun,Terry Jacks,1,21,1974,,terry jacks,,"7T’s, Arista, Bell Records",1974,True,False,"pop, pop rock","pop, pop rock",True,False
TSOP (The Sound Of Philadelphia),MFSB,1,18,1974,MFSB Featuring The Three Degrees,mfsb,,"CBS, Philadelphia International Records",1974,True,False,,,True,False
TSOP (The Sound Of Philadelphia),The Three Degrees,1,18,1974,MFSB Featuring The Three Degrees,the three degrees,,"CBS, Philadelphia International Records",1974,True,False,,,False,True
The Night Chicago Died,Paper Lace,1,17,1974,,paper lace,,"Bus Stop, Classic Records, Goldenlane Records",1974,True,False,,,True,False
Then Came You,Dionne Warwicke,1,19,1974,Dionne Warwicke & Spinners,dionne warwicke,,,1974,True,False,,,True,False
Then Came You,Spinners,1,19,1974,Dionne Warwicke & Spinners,spinners,,Atlantic,1974,True,False,,,True,False
Whatever Gets You Thru The Night,John Lennon,1,15,1974,John Lennon With The Plastic Ono Nuclear Band,john lennon,,Apple Records,1974,True,False,"rock, pop, folk rock, pop rock","rock, pop, folk rock, pop rock",False,True
Whatever Gets You Thru The Night,The Plastic Ono Nuclear Band,1,15,1974,John Lennon With The Plastic Ono Nuclear Band,the plastic ono nuclear band,,,1974,True,False,,,True,False
You Ain't Seen Nothing Yet/Free Wheelin',Bachman-Turner Overdrive,1,17,1974,,bachman-turner overdrive,,,1974,True,False,,,True,False
You're No Good,Linda Ronstadt,1,16,1974,,linda ronstadt,,,1974,True,False,,,False,True
Do It ('til You're Satisfied),B.T. Express,2,18,1974,,b.t. express,,Roadshow,1974,True,False,,,False,True
When Will I See You Again,The Three Degrees,2,18,1974,,the three degrees,,"Epic, Epic Associated, Flashback Entertainment",1974,True,False,,,False,True
Tell Me Something Good,Rufus,3,17,1974,Rufus Featuring Chaka Khan,rufus,,,1974,True,False,,,False,True
Tell Me Something Good,Chaka Khan,3,17,1974,Rufus Featuring Chaka Khan,chaka khan,,,1974,True,False,,,False,True
The Entertainer,"Marvin Hamlisch/""The Sting""",3,16,1974,,"marvin hamlisch/""the sting""",,,1974,True,False,,,True,False
Americans,Byron MacGregor,4,12,1974,,byron macgregor,,,1974,True,False,"instrumental, instrumental rock","instrumental, instrumental rock",True,False
Be Thankful For What You Got,William DeVaughn,4,18,1974,,william devaughn,,"Collectables, Roxbury Records, Sequel Records",1974,True,False,,,True,False
Beach Baby,First Class,4,17,1974,,first class,,"Cherry Red Records, Decca Records, UK Records",1974,True,False,,,True,False
I'm Leaving It (All) Up To You,Donny & Marie Osmond,4,15,1974,,donny & marie osmond,,,1974,True,False,,,False,True
The Lord's Prayer,Sister Janet Mead,4,13,1974,,sister janet mead,,"A&M Records, Bronze",1974,True,False,"pop, pop rock","pop, pop rock",True,False
Can't Get Enough,Bad Company,5,15,1974,,bad company,,"Island, Not Guilty",1974,True,False,,,False,True
Come And Get Your Love,Redbone,5,23,1974,,redbone,,"Curb Records, Epic, K‐tel",1974,True,False,,,True,False
Please Come To Boston,Dave Loggins,5,18,1974,,dave loggins,,,1974,True,False,,,True,False
Everlasting Love,Carl Carlton,6,15,1974,,carl carlton,,"ABC Records, Back Beat Records, MCA Records",1974,True,False,"funk, soul, motown","funk, soul, motown",True,False
Lady,Styx,6,17,1974,,styx,,"Collectables, Wooden Nickel",1974,True,False,"classic rock, rock, hard rock, metal, psychedelic rock, art rock, rock ballad, rock ballads, pop, progressive rock","classic rock, rock, hard rock, metal, psychedelic rock, art rock, pop, progressive rock",False,True
Midnight At The Oasis,Maria Muldaur,6,24,1974,,maria muldaur,,Reprise Records,1974,True,False,,,True,False
Waterloo,ABBA,6,17,1974,,abba,,"Atlantic, Epic, Old Gold",1974,True,False,,,False,True
Help Me,Joni Mitchell,7,19,1974,,joni mitchell,,"Asylum Records, Elektra, Rhino",1974,True,False,,,True,False
Never My Love,Blue Swede,7,11,1974,,blue swede,,,1974,True,False,,,False,True
One Man Woman/One Woman Man,Odia Coates,7,16,1974,Paul Anka with Odia Coates,odia coates,,,1974,True,False,,,False,True
She's Gone,Daryl Hall John Oates,7,28,1974,,daryl hall john oates,,,1974,True,False,,,False,True
Tubular Bells,Mike Oldfield,7,16,1974,,mike oldfield,,"Alegra, Axis, BMG Direct Canada",1974,True,False,,,True,False
Hang On In There Baby,Johnny Bristol,8,17,1974,,johnny bristol,,"MGM Records, Old Gold, Polydor",1974,True,False,,,True,False
Life Is A Rock (But The Radio Rolled Me),Reunion,8,15,1974,,reunion,,RCA Victor,1974,True,False,,,True,False
Morning Side Of The Mountain,Donny & Marie Osmond,8,16,1974,,donny & marie osmond,,"Kolob Music, MGM Records",1974,True,False,,,False,True
Sideshow,Blue Magic,8,21,1974,,blue magic,,,1974,True,False,,,True,False
Sweet Home Alabama,Lynyrd Skynyrd,8,17,1974,,lynyrd skynyrd,,"Capricorn Records, Eagle Rock, MCA Records",1974,True,False,,,True,False
#9 Dream,John Lennon,9,12,1974,,john lennon,,Apple Records,1974,True,False,,,False,True
Can't Get It Out Of My Head,Electric Light Orchestra,9,16,1974,,electric light orchestra,,,1974,True,False,,,False,True
"Don't Call Us, We'll Call You",Sugarloaf/Jerry Corbetta,9,21,1974,,sugarloaf/jerry corbetta,,,1974,True,False,,,True,False
Earache My Eye,Cheech & Chong,9,13,1974,Cheech & Chong Featuring Alice Bowie,cheech & chong,,Ode Records,1974,True,False,,,True,False
Earache My Eye,Alice Bowie,9,13,1974,Cheech & Chong Featuring Alice Bowie,alice bowie,,,1974,True,False,,,True,False
Eres Tu (Touch The Wind),Mocedades,9,17,1974,,mocedades,,,1974,True,False,,,True,False
Never Can Say Goodbye,Gloria Gaynor,9,17,1974,,gloria gaynor,,"Big Break Records, Bud Music, Karussell",1974,True,False,,,False,True
Get Dancin',Disco Tex & The Sex-O-Lettes,10,15,1974,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,disco tex,disco tex & the sex-o-lettes,,1974,True,False,,,True,False
Get Dancin',Disco Tex & The Sex-O-Lettes,10,15,1974,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,disco tex,disco tex & the sex-o-lettes,,1974,True,False,,,True,False
Get Dancin',Disco Tex & The Sex-O-Lettes,10,15,1974,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,disco tex,disco tex & the sex-o-lettes,,1974,True,False,,,True,False
Get Dancin',Disco Tex & The Sex-O-Lettes,10,15,1974,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,disco tex,disco tex & the sex-o-lettes,,1974,True,False,,,True,False
Get Dancin',Disco Tex & The Sex-O-Lettes,10,15,1974,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,the sex-o-lettes,disco tex & the sex-o-lettes,,1974,True,False,,,True,False
Get Dancin',Disco Tex & The Sex-O-Lettes,10,15,1974,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,the sex-o-lettes,disco tex & the sex-o-lettes,,1974,True,False,,,True,False
